HIKER_ID,TREK,DATE
140201600,Camino de Santiago,2/23/2015
140201600,Kheer Ganga,11/28/2013
140227005,Kepler,11/21/2015
140227005,Pacific Crest,10/5/2010
140364319,Camino de Santiago,9/5/2007
140364319,EBC,2/14/2016
140499898,Camino de Santiago,11/16/2010
140499898,Israel Trail,9/20/2018
140499898,Omalo-Shatili,7/3/2006
140499898,The Silk Road,1/23/2015
140948389,Peaks of the Balkans,3/15/2018
141839503,Annapurna,7/27/2008
141839503,Fuji Mountain,11/25/2012
141839503,Mestia-Ushguli,2/20/2014
141839503,Milford,2/7/2005
141988679,Israel Trail,6/22/2007
142097997,Kheer Ganga,12/28/2015
142097997,Omalo-Shatili,11/24/2006
142097997,Pacific Crest,12/24/2018
142475581,Israel Trail,11/22/2007
142475581,Santa Cruz,9/27/2011
142475581,The Silk Road,5/24/2018
142637379,Annapurna,10/17/2014
142637379,Camino de Santiago,7/14/2011
142637379,Mount Blanc,3/10/2014
142876100,EBC,12/4/2008
142876100,Kepler,8/8/2012
142957447,Camino de Santiago,9/1/2018
142957447,huayhuash,8/8/2015
142957447,Santa Cruz,8/2/2010
142999988,Roopkund,1/10/2013
143085620,Kepler,5/20/2015
143085620,Milford,1/7/2014
143085620,Omalo-Shatili,5/8/2007
143085620,The Silk Road,1/14/2008
143257794,Camino de Santiago,7/25/2015
143257794,Israel Trail,7/27/2006
143257794,Kheer Ganga,2/4/2015
143257794,Omalo-Shatili,12/26/2017
143998835,Annapurna,4/25/2008
143998835,huayhuash,10/15/2006
143998835,Kepler,11/23/2007
144265883,Camino de Santiago,3/23/2014
144265883,Kheer Ganga,6/24/2006
144265883,Langtang,8/12/2010
144265883,Mount Blanc,7/18/2018
144318757,Kepler,8/6/2014
144318757,Milford,10/22/2009
144318757,Roopkund,8/17/2011
144455459,EBC,4/10/2008
144455459,Fuji Mountain,11/14/2016
144455459,Kheer Ganga,2/2/2005
144455459,The Silk Road,5/11/2008
144470353,Camino de Santiago,9/3/2010
144470353,Omalo-Shatili,8/24/2011
144584167,Omalo-Shatili,10/22/2015
145061638,Mestia-Ushguli,5/18/2012
145061638,Mount Blanc,6/4/2010
145061638,Roopkund,9/1/2009
145086437,Fuji Mountain,6/2/2012
145086437,Mestia-Ushguli,4/18/2009
145120988,Annapurna,8/20/2016
145120988,huayhuash,5/2/2009
145120988,Roopkund,9/6/2012
145346788,Kheer Ganga,9/13/2005
145346788,Langtang,3/12/2007
145559109,Annapurna,9/1/2014
145850483,Annapurna,6/15/2008
145850483,EBC,10/17/2006
145850483,Fuji Mountain,3/3/2005
145850483,The Silk Road,6/16/2012
146047186,Milford,11/12/2018
146047186,The Frozen Lakes,11/10/2014
146056596,huayhuash,10/18/2015
146056596,Peaks of the Balkans,8/8/2007
146164671,Annapurna,4/13/2013
146164671,EBC,11/3/2016
146164671,Mount Blanc,1/16/2012
146164671,Pacific Crest,12/3/2018
146164671,Peaks of the Balkans,1/6/2006
146246206,Fuji Mountain,10/23/2009
146246206,Langtang,12/28/2013
146246206,Roopkund,3/14/2010
146270083,Omalo-Shatili,11/10/2009
146270083,Tongariro,12/11/2006
146329081,huayhuash,6/15/2006
146329081,Milford,2/25/2010
146329081,Pacific Crest,9/26/2013
146388902,Camino de Santiago,12/2/2014
146388902,Omalo-Shatili,11/17/2007
146391443,huayhuash,12/20/2008
146391443,Milford,7/26/2016
146391443,Santa Cruz,10/8/2015
146391443,The Silk Road,1/4/2010
147099522,EBC,9/5/2018
147099522,Fuji Mountain,11/19/2014
147099522,Peaks of the Balkans,10/16/2012
147099522,The Frozen Lakes,11/20/2008
147204539,Israel Trail,1/19/2014
147204539,Kepler,7/6/2009
147204539,Kheer Ganga,7/13/2005
147204539,Mestia-Ushguli,9/26/2006
147269249,Annapurna,8/20/2017
147269249,Camino de Santiago,1/13/2013
147269249,huayhuash,6/14/2012
147269249,Peaks of the Balkans,3/4/2017
147269249,Santa Cruz,7/5/2007
147299138,Mestia-Ushguli,11/21/2011
147299138,Milford,11/3/2013
147299138,The Frozen Lakes,9/17/2013
147761391,huayhuash,1/28/2011
147761391,Omalo-Shatili,3/14/2018
147761391,Tongariro,8/18/2010
148013240,Peaks of the Balkans,3/4/2008
148013240,The Silk Road,8/13/2008
148115698,EBC,2/13/2015
148115698,Peaks of the Balkans,2/12/2005
148115698,The Frozen Lakes,11/28/2010
148115698,Tongariro,2/2/2006
148189132,EBC,12/1/2015
148189132,Mount Blanc,2/8/2017
148195114,Camino de Santiago,5/18/2012
148195114,Kheer Ganga,1/10/2009
148224044,huayhuash,11/10/2005
148297018,Peaks of the Balkans,10/14/2018
148307615,The Frozen Lakes,4/16/2009
148315169,huayhuash,9/7/2009
148315169,Israel Trail,8/11/2011
148315169,Kheer Ganga,6/6/2015
148466361,The Frozen Lakes,11/7/2016
148541558,Roopkund,6/28/2016
148557110,Peaks of the Balkans,5/10/2016
148557110,Santa Cruz,7/16/2015
148879189,Annapurna,6/6/2018
148879189,Mestia-Ushguli,12/3/2007
148879189,Milford,9/16/2011
148879189,Peaks of the Balkans,11/15/2011
148879189,Tongariro,4/7/2013
148956384,Milford,4/18/2011
149082436,Milford,5/27/2013
149082436,Roopkund,11/27/2016
149234218,Pacific Crest,8/18/2007
149234218,The Frozen Lakes,8/1/2017
149512836,EBC,2/20/2009
149907815,Annapurna,2/14/2008
149907815,Mount Blanc,2/15/2014
149907815,The Frozen Lakes,7/23/2012
150076684,Kheer Ganga,12/14/2015
150076684,Omalo-Shatili,11/14/2011
150147977,The Silk Road,3/9/2009
150148833,Fuji Mountain,4/4/2008
150148833,Pacific Crest,8/7/2014
150148833,Roopkund,6/9/2009
150228199,Annapurna,12/26/2007
150933880,Milford,7/1/2009
151091579,Israel Trail,1/16/2010
151091579,Tongariro,6/22/2012
151183749,EBC,3/10/2013
151183749,Kepler,5/6/2007
151183749,The Frozen Lakes,2/5/2016
151554102,Annapurna,1/11/2009
151554102,EBC,4/14/2015
151554102,Roopkund,4/14/2018
152001415,Fuji Mountain,4/14/2008
152001415,Peaks of the Balkans,8/3/2006
152311506,Camino de Santiago,10/2/2018
152311506,Fuji Mountain,7/23/2013
152311506,Omalo-Shatili,12/8/2018
152548297,Camino de Santiago,5/16/2013
152548297,huayhuash,3/23/2018
152548297,Milford,8/5/2006
152548297,Omalo-Shatili,3/14/2014
152548297,Roopkund,2/1/2013
152566114,Omalo-Shatili,3/16/2016
152566114,Pacific Crest,12/17/2011
152566114,Peaks of the Balkans,5/19/2007
152566114,The Silk Road,12/28/2013
152566114,Tongariro,10/28/2007
152902299,Israel Trail,4/16/2016
152902299,Milford,2/3/2013
152902299,The Frozen Lakes,5/15/2010
152971607,Kheer Ganga,9/23/2011
152971607,Santa Cruz,2/3/2005
152971607,The Frozen Lakes,6/12/2013
152971607,Tongariro,2/6/2014
153344682,Camino de Santiago,9/3/2014
153344682,Pacific Crest,8/4/2010
153344682,The Frozen Lakes,7/13/2006
153836109,huayhuash,9/12/2005
153836109,Mount Blanc,1/13/2009
153836109,Omalo-Shatili,6/28/2011
153836109,Peaks of the Balkans,10/18/2018
153848419,Kepler,10/25/2017
153848419,Milford,7/27/2009
154015899,Annapurna,6/28/2014
154015899,Fuji Mountain,7/24/2007
154015899,huayhuash,8/22/2005
154305616,Langtang,9/25/2012
154305616,Mestia-Ushguli,2/3/2015
154305616,Pacific Crest,8/9/2005
154305616,Roopkund,6/28/2006
154367633,Roopkund,2/25/2005
154444760,Israel Trail,10/17/2015
154444760,Mestia-Ushguli,12/22/2018
154444760,Pacific Crest,8/3/2014
154444760,The Frozen Lakes,4/28/2018
154444760,The Silk Road,9/22/2018
154597623,EBC,1/17/2018
154597623,The Frozen Lakes,3/12/2010
154767120,Annapurna,10/12/2005
154767120,Langtang,3/5/2010
154767120,Milford,8/20/2018
154767120,Mount Blanc,4/24/2017
154947427,Fuji Mountain,8/8/2011
154947427,Kepler,9/16/2016
154947427,Langtang,11/10/2009
154947427,Mestia-Ushguli,6/18/2010
155181012,Santa Cruz,6/10/2013
155181012,The Frozen Lakes,5/14/2014
155213579,Kepler,3/16/2007
155213579,Peaks of the Balkans,12/16/2018
155602765,Fuji Mountain,10/27/2008
155602765,Mount Blanc,9/25/2007
155602765,Peaks of the Balkans,11/13/2012
155615435,Santa Cruz,1/25/2008
156451932,Annapurna,7/18/2008
156451932,Camino de Santiago,7/22/2013
156451932,huayhuash,5/17/2014
156451932,Pacific Crest,8/23/2010
156655403,The Silk Road,2/27/2015
156828142,Camino de Santiago,8/11/2007
156828142,Kepler,11/6/2018
156857636,Roopkund,5/7/2014
157092471,Fuji Mountain,5/9/2012
157092471,Peaks of the Balkans,1/2/2010
157326844,EBC,3/18/2006
157326844,Tongariro,1/8/2013
157336752,Fuji Mountain,10/21/2005
157421949,Pacific Crest,5/24/2016
157636181,The Silk Road,11/6/2015
157758523,huayhuash,7/10/2009
157770938,EBC,8/14/2012
157770938,Israel Trail,12/21/2012
157770938,Kepler,10/7/2014
157770938,Mestia-Ushguli,5/17/2005
157770938,Peaks of the Balkans,12/11/2016
158535667,Langtang,8/2/2006
158535667,Santa Cruz,9/14/2009
158816037,Mestia-Ushguli,8/9/2007
158972437,huayhuash,4/23/2008
158972437,Omalo-Shatili,1/8/2005
158972437,Pacific Crest,3/15/2005
158972437,Peaks of the Balkans,7/15/2008
158972437,The Silk Road,6/16/2013
159423662,Camino de Santiago,10/12/2007
159423662,Roopkund,12/21/2007
159423662,The Silk Road,12/22/2015
159822975,Kheer Ganga,4/14/2013
159831925,Peaks of the Balkans,7/13/2012
159831925,Santa Cruz,3/21/2009
159831925,The Frozen Lakes,1/23/2013
159901525,EBC,9/2/2008
159901525,huayhuash,12/20/2010
159901525,Peaks of the Balkans,11/21/2018
160162275,Mount Blanc,3/1/2008
160162275,Roopkund,6/4/2005
160212483,EBC,9/9/2007
160212483,huayhuash,10/16/2012
160212483,Israel Trail,6/1/2011
160212483,The Silk Road,10/21/2013
160271784,Annapurna,12/21/2013
160271784,huayhuash,5/20/2009
160271784,Omalo-Shatili,6/22/2011
160271784,The Silk Road,8/23/2010
160462098,Kheer Ganga,8/9/2010
160726585,Roopkund,11/19/2013
160746163,Mestia-Ushguli,11/14/2016
160746163,Tongariro,6/10/2016
160797482,Israel Trail,12/12/2011
160797482,Omalo-Shatili,5/25/2017
160797482,The Frozen Lakes,2/20/2016
160942260,Peaks of the Balkans,5/2/2012
160942260,Santa Cruz,11/24/2007
161432201,Omalo-Shatili,4/6/2008
161432201,Pacific Crest,8/27/2015
161707870,Camino de Santiago,5/20/2017
161707870,Peaks of the Balkans,1/16/2005
161707870,Roopkund,2/22/2015
161823912,Peaks of the Balkans,10/25/2007
161823912,Santa Cruz,6/8/2005
161823912,The Frozen Lakes,2/24/2018
161823912,The Silk Road,7/28/2014
162478607,huayhuash,1/22/2015
162478607,Kheer Ganga,3/28/2014
162478607,The Frozen Lakes,11/26/2013
162478607,Tongariro,7/15/2008
162617847,Israel Trail,4/19/2006
162617847,Kepler,4/7/2006
162617847,Omalo-Shatili,9/10/2017
162770701,Israel Trail,12/11/2012
162770701,Santa Cruz,7/1/2012
162841996,Kepler,12/10/2008
162841996,Roopkund,6/24/2018
162841996,Santa Cruz,10/20/2007
162889163,Camino de Santiago,6/21/2005
162889163,Mestia-Ushguli,11/10/2012
163123132,Langtang,2/21/2008
163123132,Roopkund,6/11/2010
163368919,Israel Trail,6/8/2014
163368919,Kheer Ganga,12/20/2015
163368919,Mount Blanc,3/6/2010
163368919,The Frozen Lakes,4/24/2017
163773716,Pacific Crest,12/19/2008
163773716,Peaks of the Balkans,9/19/2006
163832709,huayhuash,7/7/2007
163832709,Mount Blanc,12/23/2015
163832709,Omalo-Shatili,10/7/2007
163832709,Tongariro,5/21/2005
163971219,Kheer Ganga,10/25/2009
163985909,Kepler,3/14/2014
163985909,Roopkund,9/24/2015
163985909,Santa Cruz,9/16/2011
163985909,The Frozen Lakes,2/5/2008
164419320,Annapurna,4/21/2010
164419320,Camino de Santiago,7/22/2011
164536164,Langtang,10/7/2006
164536164,Milford,11/12/2009
164586184,Kepler,1/20/2018
164586184,Roopkund,7/17/2017
164586184,The Silk Road,4/19/2008
165057763,Tongariro,4/20/2014
165561670,huayhuash,6/2/2009
165561670,Peaks of the Balkans,4/3/2010
165561670,Santa Cruz,12/20/2016
